"x","y_obs","weight","y_calc","y_bkg"
46.842,37.0,0.02703,39.396,36.579
46.858,49.0,0.02041,39.495,36.573
46.874,42.0,0.02381,39.602,36.567
46.89,38.0,0.02632,39.716,36.561
46.906,36.0,0.02778,39.839,36.555
46.922,40.0,0.025,39.972,36.549
46.938,33.0,0.0303,40.118,36.543
46.954,36.0,0.02778,40.272,36.537
46.97,33.0,0.0303,40.44,36.531
46.986,46.0,0.02174,40.621,36.525
47.002,32.0,0.03125,40.818,36.519
47.018,43.0,0.02326,41.033,36.513
47.034,38.0,0.02632,41.267,36.507
47.05,36.0,0.02778,41.523,36.501
47.066,39.0,0.02564,41.804,36.495
47.082,48.0,0.02083,42.113,36.489
47.098,38.0,0.02632,42.453,36.483
47.114,35.0,0.02857,42.83,36.477
47.13,50.0,0.02,43.248,36.47
47.146,41.0,0.02439,43.714,36.464
47.162,38.0,0.02632,44.235,36.458
47.178,34.0,0.02941,44.821,36.452
47.194,43.0,0.02326,45.481,36.446
47.21,49.0,0.02041,46.229,36.44
47.226,58.0,0.01724,47.082,36.434
47.242,54.0,0.01852,48.06,36.428
47.258,52.0,0.01923,49.189,36.422
47.274,53.0,0.01887,50.512,36.416
47.29,52.0,0.01923,52.067,36.41
47.306,57.0,0.01754,53.944,36.404
47.322,77.0,0.01299,56.295,36.398
47.338,80.0,0.0125,59.402,36.392
47.354,93.0,0.01075,63.803,36.386
47.37,122.0,0.0082,70.469,36.38
47.386,132.0,0.00758,81.015,36.374
47.402,145.0,0.0069,97.865,36.367
47.418,156.0,0.00641,124.19,36.361
47.434,179.0,0.00559,163.438,36.355
47.45,215.0,0.00465,218.373,36.349
47.466,276.0,0.00362,289.655,36.343
47.482,335.0,0.00299,374.441,36.337
47.498,398.0,0.00251,465.313,36.331
47.514,540.0,0.00185,549.885,36.325
47.53,652.0,0.00153,612.441,36.319
47.546,767.0,0.0013,640.122,36.313
47.562,761.0,0.00131,632.249,36.307
47.578,722.0,0.00139,601.638,36.301
47.594,666.0,0.0015,565.612,36.294
47.61,561.0,0.00178,536.66,36.288
47.626,472.0,0.00212,518.886,36.282
47.642,470.0,0.00213,507.598,36.276
47.658,496.0,0.00202,491.847,36.27
47.674,490.0,0.00204,460.987,36.264
47.69,441.0,0.00227,412.086,36.258
47.706,366.0,0.00273,350.856,36.252
47.722,332.0,0.00301,286.256,36.246
47.738,262.0,0.00382,225.99,36.24
47.754,172.0,0.00581,174.906,36.233
47.77,145.0,0.0069,135.041,36.227
47.786,115.0,0.0087,106.115,36.221
47.802,89.0,0.01124,86.375,36.215
47.818,75.0,0.01333,73.5,36.209
47.834,68.0,0.01471,65.278,36.203
47.85,70.0,0.01429,59.98,36.197
47.866,64.0,0.01562,56.423,36.191
47.882,61.0,0.01639,53.88,36.185
47.898,58.0,0.01724,51.94,36.178
47.914,57.0,0.01754,50.381,36.172
47.93,64.0,0.01562,49.085,36.166
47.946,54.0,0.01852,47.983,36.16
47.962,47.0,0.02128,47.036,36.154
47.978,48.0,0.02083,46.214,36.148
47.994,51.0,0.01961,45.498,36.142
48.01,51.0,0.01961,44.859,36.135
48.026,45.0,0.02222,44.306,36.129
48.042,49.0,0.02041,43.817,36.123
48.058,46.0,0.02174,43.385,36.117
48.074,40.0,0.025,43.001,36.111
48.09,45.0,0.02222,42.661,36.105
48.106,45.0,0.02222,42.352,36.099
48.122,52.0,0.01923,42.084,36.092
48.138,40.0,0.025,41.847,36.086
48.154,37.0,0.02703,41.638,36.08
48.17,37.0,0.02703,41.455,36.074
48.186,41.0,0.02439,41.297,36.068
48.202,42.0,0.02381,41.161,36.062
48.218,44.0,0.02273,41.048,36.056
48.234,43.0,0.02326,40.956,36.049
48.25,37.0,0.02703,40.885,36.043
48.266,41.0,0.02439,40.836,36.037
48.282,55.0,0.01818,40.809,36.031
48.298,55.0,0.01818,40.806,36.025
48.314,47.0,0.02128,40.827,36.019
48.33,44.0,0.02273,40.876,36.012
48.346,49.0,0.02041,40.955,36.006
48.362,32.0,0.03125,41.07,36.0
48.378,47.0,0.02128,41.227,35.994
48.394,58.0,0.01724,41.437,35.988
48.41,38.0,0.02632,41.717,35.981
48.426,53.0,0.01887,42.104,35.975
48.442,44.0,0.02273,42.661,35.969
48.458,54.0,0.01852,43.51,35.963
48.474,46.0,0.02174,44.86,35.957
48.49,50.0,0.02,47.041,35.951
48.506,44.0,0.02273,50.521,35.944
48.522,51.0,0.01961,55.864,35.938
48.538,47.0,0.02128,63.624,35.932
48.554,65.0,0.01538,74.146,35.926
48.57,81.0,0.01235,87.333,35.92
48.586,104.0,0.00962,102.44,35.913
48.602,126.0,0.00794,117.927,35.907
48.618,140.0,0.00714,131.465,35.901
48.634,178.0,0.00562,140.361,35.895
48.65,184.0,0.00543,142.885,35.889
48.666,149.0,0.00671,139.722,35.882
48.682,149.0,0.00671,133.573,35.876
48.698,130.0,0.00769,127.315,35.87
48.714,115.0,0.0087,122.737,35.864
48.73,104.0,0.00962,120.174,35.858
48.746,91.0,0.01099,118.562,35.851
48.762,115.0,0.0087,115.905,35.845
48.778,111.0,0.00901,110.42,35.839
48.794,110.0,0.00909,101.794,35.833
48.81,105.0,0.00952,91.16,35.826
48.826,85.0,0.01176,80.066,35.82
48.842,75.0,0.01333,69.776,35.814
48.858,64.0,0.01562,61.075,35.808
48.874,49.0,0.02041,54.283,35.802
48.89,51.0,0.01961,49.344,35.795
48.906,46.0,0.02174,45.956,35.789
48.922,41.0,0.02439,43.731,35.783
48.938,43.0,0.02326,42.299,35.777
48.954,47.0,0.02128,41.368,35.77
48.97,44.0,0.02273,40.737,35.764
48.986,51.0,0.01961,40.282,35.758
49.002,53.0,0.01887,39.932,35.752
49.018,43.0,0.02326,39.65,35.745
49.034,47.0,0.02128,39.414,35.739
49.05,49.0,0.02041,39.212,35.733
49.066,42.0,0.02381,39.038,35.727
49.082,46.0,0.02174,38.886,35.72
49.098,43.0,0.02326,38.753,35.714
49.114,31.0,0.03226,38.636,35.708
49.13,40.0,0.025,38.532,35.702
49.146,47.0,0.02128,38.441,35.695
49.162,44.0,0.02273,38.36,35.689
49.178,44.0,0.02273,38.288,35.683
49.194,47.0,0.02128,38.224,35.677
49.21,45.0,0.02222,38.167,35.67
49.226,38.0,0.02632,38.116,35.664
49.242,34.0,0.02941,38.072,35.658
49.258,34.0,0.02941,38.033,35.652
49.274,34.0,0.02941,37.999,35.645
49.29,44.0,0.02273,37.97,35.639
49.306,42.0,0.02381,37.945,35.633
49.322,30.0,0.03333,37.924,35.626
49.338,35.0,0.02857,37.908,35.62
49.354,35.0,0.02857,37.895,35.614
49.37,35.0,0.02857,37.887,35.608
49.386,33.0,0.0303,37.882,35.601
49.402,30.0,0.03333,37.882,35.595
49.418,35.0,0.02857,37.886,35.589
49.434,34.0,0.02941,37.895,35.582
49.45,47.0,0.02128,37.908,35.576
49.466,51.0,0.01961,37.928,35.57
49.482,39.0,0.02564,37.955,35.564
49.498,44.0,0.02273,37.992,35.557
49.514,52.0,0.01923,38.044,35.551
49.53,35.0,0.02857,38.119,35.545
49.546,38.0,0.02632,38.231,35.538
49.562,37.0,0.02703,38.403,35.532
49.578,36.0,0.02778,38.659,35.526
49.594,32.0,0.03125,39.034,35.519
49.61,31.0,0.03226,39.557,35.513
49.626,40.0,0.025,40.243,35.507
49.642,49.0,0.02041,41.082,35.501
49.658,53.0,0.01887,42.032,35.494
49.674,47.0,0.02128,43.01,35.488
49.69,50.0,0.02,43.904,35.482
49.706,42.0,0.02381,44.604,35.475
49.722,51.0,0.01961,45.08,35.469
49.738,42.0,0.02381,45.447,35.463
49.754,41.0,0.02439,45.914,35.456
49.77,46.0,0.02174,46.673,35.45
49.786,46.0,0.02174,47.811,35.444
49.802,37.0,0.02703,49.271,35.437
49.818,52.0,0.01923,50.85,35.431
49.834,46.0,0.02174,52.214,35.425
49.85,40.0,0.025,52.993,35.418
49.866,54.0,0.01852,52.96,35.412
49.882,51.0,0.01961,52.189,35.406
49.898,47.0,0.02128,51.009,35.399
49.914,48.0,0.02083,49.791,35.393
49.93,47.0,0.02128,48.801,35.387
49.946,51.0,0.01961,48.137,35.38
49.962,50.0,0.02,47.739,35.374
49.978,31.0,0.03226,47.411,35.368
49.994,33.0,0.0303,46.927,35.361
50.01,41.0,0.02439,46.164,35.355
50.026,52.0,0.01923,45.163,35.349
50.042,53.0,0.01887,44.063,35.342
50.058,48.0,0.02083,43.003,35.336
50.074,50.0,0.02,42.082,35.33
50.09,50.0,0.02,41.356,35.323
50.106,52.0,0.01923,40.836,35.317
50.122,51.0,0.01961,40.507,35.31
50.138,48.0,0.02083,40.33,35.304
50.154,44.0,0.02273,40.27,35.298
50.17,40.0,0.025,40.291,35.291
50.186,49.0,0.02041,40.369,35.285
50.202,54.0,0.01852,40.487,35.279
50.218,43.0,0.02326,40.637,35.272
50.234,42.0,0.02381,40.814,35.266
50.25,35.0,0.02857,41.016,35.259
50.266,37.0,0.02703,41.245,35.253
50.282,39.0,0.02564,41.501,35.247
50.298,35.0,0.02857,41.788,35.24
50.314,39.0,0.02564,42.107,35.234
50.33,41.0,0.02439,42.463,35.228
50.346,46.0,0.02174,42.86,35.221
50.362,48.0,0.02083,43.304,35.215
50.378,50.0,0.02,43.802,35.208
50.394,50.0,0.02,44.362,35.202
50.41,50.0,0.02,44.993,35.196
50.426,58.0,0.01724,45.708,35.189
50.442,51.0,0.01961,46.521,35.183
50.458,48.0,0.02083,47.452,35.176
50.474,54.0,0.01852,48.524,35.17
50.49,58.0,0.01724,49.772,35.164
50.506,68.0,0.01471,51.247,35.157
50.522,70.0,0.01429,53.035,35.151
50.538,68.0,0.01471,55.29,35.144
50.554,80.0,0.0125,58.296,35.138
50.57,75.0,0.01333,62.567,35.132
50.586,76.0,0.01316,68.989,35.125
50.602,87.0,0.01149,78.96,35.119
50.618,86.0,0.01163,94.503,35.112
50.634,104.0,0.00962,118.156,35.106
50.65,139.0,0.00719,152.61,35.1
50.666,164.0,0.0061,199.975,35.093
50.682,212.0,0.00472,260.769,35.087
50.698,305.0,0.00328,332.992,35.08
50.714,388.0,0.00258,411.261,35.074
50.73,539.0,0.00186,486.528,35.067
50.746,622.0,0.00161,546.645,35.061
50.762,683.0,0.00146,579.789,35.055
50.778,644.0,0.00155,581.498,35.048
50.794,629.0,0.00159,558.904,35.042
50.81,589.0,0.0017,525.953,35.035
50.826,523.0,0.00191,495.324,35.029
50.842,473.0,0.00211,474.205,35.022
50.858,461.0,0.00217,463.095,35.016
50.874,449.0,0.00223,456.404,35.009
50.89,436.0,0.00229,444.504,35.003
50.906,411.0,0.00243,418.842,34.997
50.922,379.0,0.00264,377.498,34.99
50.938,312.0,0.00321,325.389,34.984
50.954,288.0,0.00347,269.85,34.977
50.97,230.0,0.00435,217.165,34.971
50.986,171.0,0.00585,171.508,34.964
51.002,138.0,0.00725,134.86,34.958
51.018,128.0,0.00781,107.403,34.951
51.034,104.0,0.00962,88.025,34.945
51.05,95.0,0.01053,74.983,34.939
51.066,66.0,0.01515,66.467,34.932
51.082,69.0,0.01449,60.937,34.926
51.098,62.0,0.01613,57.27,34.919
51.114,64.0,0.01562,54.724,34.913
51.13,69.0,0.01449,52.851,34.906
51.146,52.0,0.01923,51.399,34.9
51.162,55.0,0.01818,50.227,34.893
51.178,49.0,0.02041,49.259,34.887
51.194,52.0,0.01923,48.45,34.88
51.21,58.0,0.01724,47.771,34.874
51.226,52.0,0.01923,47.202,34.867
51.242,66.0,0.01515,46.728,34.861
51.258,55.0,0.01818,46.337,34.854
51.274,38.0,0.02632,46.021,34.848
51.29,37.0,0.02703,45.772,34.841
51.306,46.0,0.02174,45.586,34.835
51.322,53.0,0.01887,45.458,34.828
51.338,54.0,0.01852,45.387,34.822
51.354,61.0,0.01639,45.37,34.815
51.37,67.0,0.01493,45.408,34.809
51.386,64.0,0.01562,45.501,34.802
51.402,62.0,0.01613,45.652,34.796
51.418,58.0,0.01724,45.864,34.789
51.434,59.0,0.01695,46.141,34.783
51.45,52.0,0.01923,46.49,34.776
51.466,47.0,0.02128,46.918,34.77
51.482,50.0,0.02,47.438,34.763
51.498,49.0,0.02041,48.063,34.757
51.514,50.0,0.02,48.812,34.75
51.53,50.0,0.02,49.714,34.744
51.546,51.0,0.01961,50.815,34.737
51.562,58.0,0.01724,52.194,34.731
51.578,64.0,0.01562,53.995,34.724
51.594,70.0,0.01429,56.479,34.718
51.61,69.0,0.01449,60.108,34.711
51.626,69.0,0.01449,65.643,34.705
51.642,74.0,0.01351,74.249,34.698
51.658,79.0,0.01266,87.508,34.692
51.674,94.0,0.01064,107.311,34.685
51.69,115.0,0.0087,135.507,34.679
51.706,157.0,0.00637,173.325,34.672
51.722,209.0,0.00478,220.712,34.666
51.738,263.0,0.0038,275.611,34.659
51.754,344.0,0.00291,333.55,34.653
51.77,433.0,0.00231,387.488,34.646
51.786,484.0,0.00207,428.496,34.639
51.802,507.0,0.00197,448.74,34.633
51.818,505.0,0.00198,446.416,34.626
51.834,469.0,0.00213,427.779,34.62
51.85,437.0,0.00229,402.992,34.613
51.866,384.0,0.0026,380.778,34.607
51.882,334.0,0.00299,365.802,34.6
51.898,335.0,0.00299,358.152,34.594
51.914,351.0,0.00285,353.637,34.587
51.93,346.0,0.00289,345.321,34.581
51.946,310.0,0.00323,327.044,34.574
51.962,278.0,0.0036,297.257,34.567
51.978,237.0,0.00422,259.327,34.561
51.994,214.0,0.00467,218.481,34.554
52.01,181.0,0.00552,179.316,34.548
52.026,148.0,0.00676,144.982,34.541
52.042,122.0,0.0082,117.069,34.535
52.058,93.0,0.01075,95.878,34.528
52.074,97.0,0.01031,80.73,34.521
52.09,90.0,0.01111,70.433,34.515
52.106,71.0,0.01408,63.683,34.508
52.122,53.0,0.01887,59.331,34.502
52.138,58.0,0.01724,56.51,34.495
52.154,57.0,0.01754,54.63,34.489
52.17,65.0,0.01538,53.326,34.482
52.186,50.0,0.02,52.385,34.475
52.202,54.0,0.01852,51.691,34.469
52.218,53.0,0.01887,51.179,34.462
52.234,53.0,0.01887,50.813,34.456
52.25,51.0,0.01961,50.573,34.449
52.266,58.0,0.01724,50.443,34.443
52.282,46.0,0.02174,50.416,34.436
52.298,60.0,0.01667,50.486,34.429
52.314,49.0,0.02041,50.649,34.423
52.33,57.0,0.01754,50.905,34.416
52.346,53.0,0.01887,51.255,34.41
52.362,69.0,0.01449,51.701,34.403
52.378,46.0,0.02174,52.249,34.396
52.394,55.0,0.01818,52.906,34.39
52.41,73.0,0.0137,53.681,34.383
52.426,61.0,0.01639,54.586,34.377
52.442,69.0,0.01449,55.636,34.37
52.458,69.0,0.01449,56.851,34.363
52.474,59.0,0.01695,58.254,34.357
52.49,76.0,0.01316,59.874,34.35
52.506,81.0,0.01235,61.748,34.343
52.522,67.0,0.01493,63.926,34.337
52.538,80.0,0.0125,66.472,34.33
52.554,91.0,0.01099,69.488,34.324
52.57,90.0,0.01111,73.133,34.317
52.586,101.0,0.0099,77.69,34.31
52.602,118.0,0.00847,83.67,34.304
52.618,89.0,0.01124,91.986,34.297
52.634,103.0,0.00971,104.199,34.29
52.65,124.0,0.00806,122.811,34.284
52.666,139.0,0.00719,151.477,34.277
52.682,165.0,0.00606,195.032,34.271
52.698,179.0,0.00559,258.957,34.264
52.714,253.0,0.00395,348.299,34.257
52.73,341.0,0.00293,465.969,34.251
52.746,530.0,0.00189,610.733,34.244
52.762,738.0,0.00136,775.672,34.237
52.778,989.0,0.00101,946.792,34.231
52.794,1316.0,0.00076,1102.998,34.224
52.81,1504.0,0.00066,1218.53,34.217
52.826,1562.0,0.00064,1272.001,34.211
52.842,1489.0,0.00067,1260.334,34.204
52.858,1341.0,0.00075,1202.715,34.197
52.874,1186.0,0.00084,1128.389,34.191
52.89,1085.0,0.00092,1062.096,34.184
52.906,1002.0,0.001,1017.211,34.178
52.922,948.0,0.00105,994.191,34.171
52.938,950.0,0.00105,981.511,34.164
52.954,906.0,0.0011,959.513,34.158
52.97,876.0,0.00114,909.709,34.151
52.986,848.0,0.00118,825.91,34.144
53.002,730.0,0.00137,716.275,34.138
53.018,584.0,0.00171,595.587,34.131
53.034,471.0,0.00212,477.583,34.124
53.05,376.0,0.00266,372.08,34.118
53.066,282.0,0.00355,284.596,34.111
53.082,215.0,0.00465,216.679,34.104
53.098,169.0,0.00592,166.98,34.097
53.114,131.0,0.00763,132.352,34.091
53.13,112.0,0.00893,109.061,34.084
53.146,101.0,0.0099,93.65,34.077
53.162,99.0,0.0101,83.359,34.071
53.178,81.0,0.01235,76.255,34.064
53.194,68.0,0.01471,71.088,34.057
53.21,70.0,0.01429,67.111,34.051
53.226,63.0,0.01587,63.898,34.044
53.242,60.0,0.01667,61.208,34.037
53.258,66.0,0.01515,58.904,34.031
53.274,58.0,0.01724,56.903,34.024
53.29,47.0,0.02128,55.148,34.017
53.306,52.0,0.01923,53.6,34.011
53.322,55.0,0.01818,52.226,34.004
53.338,55.0,0.01818,51.003,33.997
53.354,53.0,0.01887,49.911,33.99
53.37,53.0,0.01887,48.936,33.984
53.386,51.0,0.01961,48.068,33.977
53.402,54.0,0.01852,47.301,33.97
53.418,58.0,0.01724,46.633,33.964
53.434,49.0,0.02041,46.067,33.957
53.45,45.0,0.02222,45.603,33.95
53.466,51.0,0.01961,45.243,33.943
53.482,46.0,0.02174,44.98,33.937
53.498,45.0,0.02222,44.798,33.93
53.514,53.0,0.01887,44.673,33.923
53.53,47.0,0.02128,44.563,33.917
53.546,44.0,0.02273,44.421,33.91
53.562,40.0,0.025,44.199,33.903
53.578,45.0,0.02222,43.877,33.896
53.594,42.0,0.02381,43.477,33.89
53.61,44.0,0.02273,43.049,33.883
53.626,60.0,0.01667,42.642,33.876
53.642,49.0,0.02041,42.285,33.869
53.658,35.0,0.02857,41.987,33.863
53.674,37.0,0.02703,41.734,33.856
53.69,40.0,0.025,41.493,33.849
53.706,47.0,0.02128,41.225,33.842
53.722,51.0,0.01961,40.907,33.836
53.738,54.0,0.01852,40.541,33.829
53.754,58.0,0.01724,40.151,33.822
53.77,38.0,0.02632,39.753,33.815
53.786,41.0,0.02439,39.389,33.809
53.802,50.0,0.02,39.062,33.802
53.818,44.0,0.02273,38.778,33.795
53.834,53.0,0.01887,38.536,33.788
53.85,38.0,0.02632,38.332,33.782
53.866,49.0,0.02041,38.159,33.775
53.882,48.0,0.02083,38.003,33.768
53.898,40.0,0.025,37.871,33.761
53.914,50.0,0.02,37.752,33.755
53.93,38.0,0.02632,37.643,33.748
53.946,50.0,0.02,37.541,33.741
53.962,48.0,0.02083,37.445,33.734
53.978,41.0,0.02439,37.354,33.728
53.994,55.0,0.01818,37.268,33.721
54.01,50.0,0.02,37.186,33.714
54.026,40.0,0.025,37.107,33.707
54.042,49.0,0.02041,37.033,33.7
54.058,50.0,0.02,36.961,33.694
54.074,46.0,0.02174,36.893,33.687
54.09,43.0,0.02326,36.828,33.68
54.106,39.0,0.02564,36.766,33.673
54.122,41.0,0.02439,36.706,33.666
54.138,35.0,0.02857,36.649,33.66
54.154,39.0,0.02564,36.594,33.653
54.17,44.0,0.02273,36.542,33.646
54.186,49.0,0.02041,36.492,33.639
54.202,44.0,0.02273,36.444,33.633
54.218,41.0,0.02439,36.398,33.626
54.234,42.0,0.02381,36.354,33.619
54.25,38.0,0.02632,36.312,33.612
54.266,40.0,0.025,36.271,33.605
54.282,43.0,0.02326,36.233,33.599
54.298,43.0,0.02326,36.196,33.592
54.314,40.0,0.025,36.16,33.585
54.33,37.0,0.02703,36.126,33.578
54.346,34.0,0.02941,36.094,33.571
54.362,35.0,0.02857,36.063,33.564
54.378,41.0,0.02439,36.034,33.558
54.394,49.0,0.02041,36.006,33.551
54.41,53.0,0.01887,35.98,33.544
54.426,50.0,0.02,35.955,33.537
54.442,48.0,0.02083,35.931,33.53
54.458,46.0,0.02174,35.908,33.524
54.474,45.0,0.02222,35.887,33.517
54.49,45.0,0.02222,35.867,33.51
54.506,38.0,0.02632,35.848,33.503
54.522,33.0,0.0303,35.831,33.496
54.538,35.0,0.02857,35.815,33.489
54.554,38.0,0.02632,35.8,33.483
54.57,39.0,0.02564,35.786,33.476
54.586,43.0,0.02326,35.774,33.469
54.602,51.0,0.01961,35.762,33.462
54.618,45.0,0.02222,35.752,33.455
54.634,42.0,0.02381,35.744,33.448
54.65,46.0,0.02174,35.736,33.442
54.666,41.0,0.02439,35.73,33.435
54.682,47.0,0.02128,35.725,33.428
54.698,38.0,0.02632,35.721,33.421
54.714,50.0,0.02,35.719,33.414
54.73,41.0,0.02439,35.718,33.407
54.746,40.0,0.025,35.718,33.4
54.762,40.0,0.025,35.72,33.394
54.778,45.0,0.02222,35.723,33.387
54.794,41.0,0.02439,35.727,33.38
54.81,51.0,0.01961,35.734,33.373
54.826,41.0,0.02439,35.741,33.366
54.842,33.0,0.0303,35.751,33.359
54.858,41.0,0.02439,35.762,33.352
54.874,41.0,0.02439,35.775,33.346
54.89,33.0,0.0303,35.789,33.339
54.906,41.0,0.02439,35.806,33.332
54.922,45.0,0.02222,35.824,33.325
54.938,30.0,0.03333,35.845,33.318
54.954,42.0,0.02381,35.868,33.311
54.97,36.0,0.02778,35.893,33.304
54.986,38.0,0.02632,35.921,33.297
55.002,43.0,0.02326,35.951,33.291
55.018,42.0,0.02381,35.984,33.284
55.034,37.0,0.02703,36.02,33.277
55.05,42.0,0.02381,36.059,33.27
55.066,39.0,0.02564,36.101,33.263
55.082,44.0,0.02273,36.147,33.256
55.098,52.0,0.01923,36.197,33.249
55.114,46.0,0.02174,36.251,33.242
55.13,41.0,0.02439,36.309,33.235
55.146,39.0,0.02564,36.372,33.229
55.162,39.0,0.02564,36.439,33.222
55.178,32.0,0.03125,36.512,33.215
55.194,36.0,0.02778,36.592,33.208
55.21,38.0,0.02632,36.678,33.201
55.226,47.0,0.02128,36.771,33.194
55.242,37.0,0.02703,36.872,33.187
55.258,39.0,0.02564,36.982,33.18
55.274,40.0,0.025,37.101,33.173
55.29,42.0,0.02381,37.231,33.166
55.306,41.0,0.02439,37.372,33.159
55.322,43.0,0.02326,37.527,33.153
55.338,36.0,0.02778,37.696,33.146
55.354,42.0,0.02381,37.881,33.139
55.37,46.0,0.02174,38.085,33.132
55.386,51.0,0.01961,38.31,33.125
55.402,44.0,0.02273,38.559,33.118
55.418,41.0,0.02439,38.834,33.111
55.434,39.0,0.02564,39.141,33.104
55.45,34.0,0.02941,39.484,33.097
55.466,41.0,0.02439,39.869,33.09
55.482,44.0,0.02273,40.305,33.083
55.498,51.0,0.01961,40.801,33.076
55.514,48.0,0.02083,41.373,33.069
55.53,50.0,0.02,42.041,33.062
55.546,53.0,0.01887,42.84,33.056
55.562,60.0,0.01667,43.824,33.049
55.578,54.0,0.01852,45.087,33.042
55.594,50.0,0.02,46.786,33.035
55.61,48.0,0.02083,49.177,33.028
55.626,53.0,0.01887,52.661,33.021
55.642,60.0,0.01667,57.818,33.014
55.658,57.0,0.01754,65.414,33.007
55.674,67.0,0.01493,76.349,33.0
55.69,76.0,0.01316,91.519,32.993
55.706,84.0,0.0119,111.585,32.986
55.722,105.0,0.00952,136.712,32.979
55.738,134.0,0.00746,166.249,32.972
55.754,171.0,0.00585,198.513,32.965
55.77,206.0,0.00485,230.655,32.958
55.786,260.0,0.00385,258.716,32.951
55.802,287.0,0.00348,278.283,32.944
55.818,285.0,0.00351,286.172,32.937
55.834,300.0,0.00333,282.532,32.93
55.85,266.0,0.00376,271.019,32.923
55.866,230.0,0.00435,256.693,32.916
55.882,213.0,0.00469,243.794,32.909
55.898,190.0,0.00526,234.793,32.902
55.914,196.0,0.0051,230.065,32.895
55.93,194.0,0.00515,228.0,32.889
55.946,200.0,0.005,225.454,32.882
55.962,183.0,0.00546,218.911,32.875
55.978,190.0,0.00526,206.309,32.868
55.994,176.0,0.00568,188.064,32.861
56.01,147.0,0.0068,166.373,32.854
56.026,121.0,0.00826,143.813,32.847
56.042,108.0,0.00926,122.514,32.84
56.058,92.0,0.01087,103.905,32.833
56.074,77.0,0.01299,88.745,32.826
56.09,77.0,0.01299,77.188,32.819
56.106,70.0,0.01429,68.947,32.812
56.122,78.0,0.01282,63.489,32.805
56.138,63.0,0.01587,60.218,32.798
56.154,57.0,0.01754,58.625,32.791
56.17,69.0,0.01449,58.374,32.784
56.186,66.0,0.01515,59.356,32.777
56.202,79.0,0.01266,61.73,32.77
56.218,88.0,0.01136,65.948,32.763
56.234,91.0,0.01099,72.778,32.756
56.25,108.0,0.00926,83.275,32.749
56.266,126.0,0.00794,98.674,32.742
56.282,129.0,0.00775,120.177,32.735
56.298,142.0,0.00704,148.608,32.727
56.314,136.0,0.00735,184.051,32.72
56.33,189.0,0.00529,225.416,32.713
56.346,180.0,0.00556,270.197,32.706
56.362,230.0,0.00435,314.32,32.699
56.378,253.0,0.00395,352.278,32.692
56.394,361.0,0.00277,378.123,32.685
56.41,369.0,0.00271,387.816,32.678
56.426,416.0,0.0024,381.948,32.671
56.442,449.0,0.00223,365.706,32.664
56.458,409.0,0.00244,345.993,32.657
56.474,331.0,0.00302,328.498,32.65
56.49,270.0,0.0037,316.496,32.643
56.506,265.0,0.00377,310.481,32.636
56.522,230.0,0.00435,308.295,32.629
56.538,225.0,0.00444,305.772,32.622
56.554,229.0,0.00437,298.221,32.615
56.57,226.0,0.00442,282.916,32.608
56.586,267.0,0.00375,260.591,32.601
56.602,220.0,0.00455,234.657,32.594
56.618,213.0,0.00469,209.33,32.587
56.634,175.0,0.00571,188.489,32.58
56.65,193.0,0.00518,175.196,32.573
56.666,171.0,0.00585,171.509,32.566
56.682,155.0,0.00645,178.294,32.559
56.698,201.0,0.00498,195.103,32.551
56.714,201.0,0.00498,220.158,32.544
56.73,228.0,0.00439,250.361,32.537
56.746,278.0,0.0036,281.437,32.53
56.762,305.0,0.00328,308.145,32.523
56.778,317.0,0.00315,325.264,32.516
56.794,340.0,0.00294,329.635,32.509
56.81,332.0,0.00301,322.085,32.502
56.826,319.0,0.00313,306.985,32.495
56.842,284.0,0.00352,289.778,32.488
56.858,253.0,0.00395,274.827,32.481
56.874,241.0,0.00415,264.492,32.474
56.89,252.0,0.00397,258.923,32.467
56.906,246.0,0.00407,256.167,32.459
56.922,225.0,0.00444,252.698,32.452
56.938,211.0,0.00474,244.686,32.445
56.954,203.0,0.00493,229.903,32.438
56.97,187.0,0.00535,208.808,32.431
56.986,169.0,0.00592,183.762,32.424
57.002,155.0,0.00645,157.581,32.417
57.018,126.0,0.00794,132.615,32.41
57.034,109.0,0.00917,110.482,32.403
57.05,107.0,0.00935,92.063,32.396
57.066,92.0,0.01087,77.562,32.389
57.082,80.0,0.0125,66.703,32.381
57.098,73.0,0.0137,58.899,32.374
57.114,62.0,0.01613,53.456,32.367
57.13,52.0,0.01923,49.712,32.36
57.146,55.0,0.01818,47.122,32.353
57.162,53.0,0.01887,45.284,32.346
57.178,46.0,0.02174,43.921,32.339
57.194,45.0,0.02222,42.861,32.332
57.21,44.0,0.02273,41.998,32.325
57.226,46.0,0.02174,41.269,32.317
57.242,35.0,0.02857,40.638,32.31
57.258,48.0,0.02083,40.084,32.303
57.274,54.0,0.01852,39.591,32.296
57.29,42.0,0.02381,39.151,32.289
57.306,37.0,0.02703,38.754,32.282
57.322,43.0,0.02326,38.396,32.275
57.338,49.0,0.02041,38.071,32.268
57.354,37.0,0.02703,37.774,32.26
57.37,39.0,0.02564,37.504,32.253
57.386,40.0,0.025,37.257,32.246
57.402,35.0,0.02857,37.029,32.239
57.418,34.0,0.02941,36.821,32.232
57.434,33.0,0.0303,36.628,32.225
57.45,42.0,0.02381,36.451,32.218
57.466,40.0,0.025,36.288,32.21
57.482,46.0,0.02174,36.139,32.203
